frameName,frame_description,gold_terms,feName,original_term,sentence,match gold
Mental_property,"The adjectives and nouns in this frame are all based on the idea that mental properties may be attributed to a person (Protagonist) by a (usually implicit) Judge  on the basis of that person's Behavior, as broadly understood.  Though on a conceptual level these words always attribute mental properties to people, they may be applied to Protagonist's Behaviors as well, with the understanding that the Behavior is revealing a (usually temporary) property of the Protagonist responsible for it. For example, while we may speak of a stupid person, we may also speak of a stupid thing to say/do/think. In addition, we may mention both the Protagonist and the Behavior, as in ","abuse,act,action,advice,affectation,alternative,analysi,anger,approach,attitude,beg,behavior,behaviour,bit,book,budget,caress,chatter,clown,command,comment,competition,conceit,contribution,criticism,cross-kick,curiosity,decision,despotism,direction,drive,earnestnes,essay,event,experiment,game,good,grin,guess,guidance,habit,haste,i,idea,inquiry,instinct,intervention,investment,it,jealousy,journey,letter,manner,manoeuvre,mantra,material,merriment,mistake,mockery,moderation,money,move,nationalism,nonsense,nothe,notion,one,outburst,panic,pass,performance,phraseology,point,policy,ponytail,prejudice,procedure,propaganda,provision,purchase,question,quibble,radicalism,rappism,reaction,reckon,rejoinder,remark,resentment,response,ride,sarin,scheme,script,search,selection,smile,somethe,speculation,statement,step,strategy,submission,suggestion,surprise,suspiciou,tactic,tend,that,thesi,they,thi,thing,think,thought,trundle,vandalism,view,way,what,which,wit","Behavior: The Behavior refers to any action, utterance, belief, or artifact thereof on the basis of which a mental property is attributed to the Protagonist. The meaning of the English word behavior should not be taken to constrain the identity of this frame element too much---conceptually, this frame element includes things that would not normally be described using the word behavior.  Note the following examples:",they,"He would think judges should retain the power to overrule past judicial decisions , if <it> were especially ill-advised , even when they were clear enough to provide crisp guidance to litigants . ",1
Mental_property,,"abuse,act,action,advice,affectation,alternative,analysi,anger,approach,attitude,beg,behavior,behaviour,bit,book,budget,caress,chatter,clown,command,comment,competition,conceit,contribution,criticism,cross-kick,curiosity,decision,despotism,direction,drive,earnestnes,essay,event,experiment,game,good,grin,guess,guidance,habit,haste,i,idea,inquiry,instinct,intervention,investment,it,jealousy,journey,letter,manner,manoeuvre,mantra,material,merriment,mistake,mockery,moderation,money,move,nationalism,nonsense,nothe,notion,one,outburst,panic,pass,performance,phraseology,point,policy,ponytail,prejudice,procedure,propaganda,provision,purchase,question,quibble,radicalism,rappism,reaction,reckon,rejoinder,remark,resentment,response,ride,sarin,scheme,script,search,selection,smile,somethe,speculation,statement,step,strategy,submission,suggestion,surprise,suspiciou,tactic,tend,that,thesi,they,thi,thing,think,thought,trundle,vandalism,view,way,what,which,wit",,they,"He would think judges should retain the power to overrule past judicial decisions , if <these> were especially ill-advised , even when they were clear enough to provide crisp guidance to litigants . ",0
Mental_property,,"abuse,act,action,advice,affectation,alternative,analysi,anger,approach,attitude,beg,behavior,behaviour,bit,book,budget,caress,chatter,clown,command,comment,competition,conceit,contribution,criticism,cross-kick,curiosity,decision,despotism,direction,drive,earnestnes,essay,event,experiment,game,good,grin,guess,guidance,habit,haste,i,idea,inquiry,instinct,intervention,investment,it,jealousy,journey,letter,manner,manoeuvre,mantra,material,merriment,mistake,mockery,moderation,money,move,nationalism,nonsense,nothe,notion,one,outburst,panic,pass,performance,phraseology,point,policy,ponytail,prejudice,procedure,propaganda,provision,purchase,question,quibble,radicalism,rappism,reaction,reckon,rejoinder,remark,resentment,response,ride,sarin,scheme,script,search,selection,smile,somethe,speculation,statement,step,strategy,submission,suggestion,surprise,suspiciou,tactic,tend,that,thesi,they,thi,thing,think,thought,trundle,vandalism,view,way,what,which,wit",,they,"He would think judges should retain the power to overrule past judicial decisions , if <those> were especially ill-advised , even when they were clear enough to provide crisp guidance to litigants . ",0
Mental_property,,"abuse,act,action,advice,affectation,alternative,analysi,anger,approach,attitude,beg,behavior,behaviour,bit,book,budget,caress,chatter,clown,command,comment,competition,conceit,contribution,criticism,cross-kick,curiosity,decision,despotism,direction,drive,earnestnes,essay,event,experiment,game,good,grin,guess,guidance,habit,haste,i,idea,inquiry,instinct,intervention,investment,it,jealousy,journey,letter,manner,manoeuvre,mantra,material,merriment,mistake,mockery,moderation,money,move,nationalism,nonsense,nothe,notion,one,outburst,panic,pass,performance,phraseology,point,policy,ponytail,prejudice,procedure,propaganda,provision,purchase,question,quibble,radicalism,rappism,reaction,reckon,rejoinder,remark,resentment,response,ride,sarin,scheme,script,search,selection,smile,somethe,speculation,statement,step,strategy,submission,suggestion,surprise,suspiciou,tactic,tend,that,thesi,they,thi,thing,think,thought,trundle,vandalism,view,way,what,which,wit",,they,"He would think judges should retain the power to overrule past judicial decisions , if <some> were especially ill-advised , even when they were clear enough to provide crisp guidance to litigants . ",0
Mental_property,,"abuse,act,action,advice,affectation,alternative,analysi,anger,approach,attitude,beg,behavior,behaviour,bit,book,budget,caress,chatter,clown,command,comment,competition,conceit,contribution,criticism,cross-kick,curiosity,decision,despotism,direction,drive,earnestnes,essay,event,experiment,game,good,grin,guess,guidance,habit,haste,i,idea,inquiry,instinct,intervention,investment,it,jealousy,journey,letter,manner,manoeuvre,mantra,material,merriment,mistake,mockery,moderation,money,move,nationalism,nonsense,nothe,notion,one,outburst,panic,pass,performance,phraseology,point,policy,ponytail,prejudice,procedure,propaganda,provision,purchase,question,quibble,radicalism,rappism,reaction,reckon,rejoinder,remark,resentment,response,ride,sarin,scheme,script,search,selection,smile,somethe,speculation,statement,step,strategy,submission,suggestion,surprise,suspiciou,tactic,tend,that,thesi,they,thi,thing,think,thought,trundle,vandalism,view,way,what,which,wit",,they,"He would think judges should retain the power to overrule past judicial decisions , if <the> were especially ill-advised , even when they were clear enough to provide crisp guidance to litigants . ",0
Mental_property,,"abuse,act,action,advice,affectation,alternative,analysi,anger,approach,attitude,beg,behavior,behaviour,bit,book,budget,caress,chatter,clown,command,comment,competition,conceit,contribution,criticism,cross-kick,curiosity,decision,despotism,direction,drive,earnestnes,essay,event,experiment,game,good,grin,guess,guidance,habit,haste,i,idea,inquiry,instinct,intervention,investment,it,jealousy,journey,letter,manner,manoeuvre,mantra,material,merriment,mistake,mockery,moderation,money,move,nationalism,nonsense,nothe,notion,one,outburst,panic,pass,performance,phraseology,point,policy,ponytail,prejudice,procedure,propaganda,provision,purchase,question,quibble,radicalism,rappism,reaction,reckon,rejoinder,remark,resentment,response,ride,sarin,scheme,script,search,selection,smile,somethe,speculation,statement,step,strategy,submission,suggestion,surprise,suspiciou,tactic,tend,that,thesi,they,thi,thing,think,thought,trundle,vandalism,view,way,what,which,wit",,they,"He would think judges should retain the power to overrule past judicial decisions , if <them> were especially ill-advised , even when they were clear enough to provide crisp guidance to litigants . ",0
Mental_property,,"abuse,act,action,advice,affectation,alternative,analysi,anger,approach,attitude,beg,behavior,behaviour,bit,book,budget,caress,chatter,clown,command,comment,competition,conceit,contribution,criticism,cross-kick,curiosity,decision,despotism,direction,drive,earnestnes,essay,event,experiment,game,good,grin,guess,guidance,habit,haste,i,idea,inquiry,instinct,intervention,investment,it,jealousy,journey,letter,manner,manoeuvre,mantra,material,merriment,mistake,mockery,moderation,money,move,nationalism,nonsense,nothe,notion,one,outburst,panic,pass,performance,phraseology,point,policy,ponytail,prejudice,procedure,propaganda,provision,purchase,question,quibble,radicalism,rappism,reaction,reckon,rejoinder,remark,resentment,response,ride,sarin,scheme,script,search,selection,smile,somethe,speculation,statement,step,strategy,submission,suggestion,surprise,suspiciou,tactic,tend,that,thesi,they,thi,thing,think,thought,trundle,vandalism,view,way,what,which,wit",,they,"He would think judges should retain the power to overrule past judicial decisions , if <that> were especially ill-advised , even when they were clear enough to provide crisp guidance to litigants . ",1
Mental_property,,"abuse,act,action,advice,affectation,alternative,analysi,anger,approach,attitude,beg,behavior,behaviour,bit,book,budget,caress,chatter,clown,command,comment,competition,conceit,contribution,criticism,cross-kick,curiosity,decision,despotism,direction,drive,earnestnes,essay,event,experiment,game,good,grin,guess,guidance,habit,haste,i,idea,inquiry,instinct,intervention,investment,it,jealousy,journey,letter,manner,manoeuvre,mantra,material,merriment,mistake,mockery,moderation,money,move,nationalism,nonsense,nothe,notion,one,outburst,panic,pass,performance,phraseology,point,policy,ponytail,prejudice,procedure,propaganda,provision,purchase,question,quibble,radicalism,rappism,reaction,reckon,rejoinder,remark,resentment,response,ride,sarin,scheme,script,search,selection,smile,somethe,speculation,statement,step,strategy,submission,suggestion,surprise,suspiciou,tactic,tend,that,thesi,they,thi,thing,think,thought,trundle,vandalism,view,way,what,which,wit",,they,"He would think judges should retain the power to overrule past judicial decisions , if <their> were especially ill-advised , even when they were clear enough to provide crisp guidance to litigants . ",0
Mental_property,,"abuse,act,action,advice,affectation,alternative,analysi,anger,approach,attitude,beg,behavior,behaviour,bit,book,budget,caress,chatter,clown,command,comment,competition,conceit,contribution,criticism,cross-kick,curiosity,decision,despotism,direction,drive,earnestnes,essay,event,experiment,game,good,grin,guess,guidance,habit,haste,i,idea,inquiry,instinct,intervention,investment,it,jealousy,journey,letter,manner,manoeuvre,mantra,material,merriment,mistake,mockery,moderation,money,move,nationalism,nonsense,nothe,notion,one,outburst,panic,pass,performance,phraseology,point,policy,ponytail,prejudice,procedure,propaganda,provision,purchase,question,quibble,radicalism,rappism,reaction,reckon,rejoinder,remark,resentment,response,ride,sarin,scheme,script,search,selection,smile,somethe,speculation,statement,step,strategy,submission,suggestion,surprise,suspiciou,tactic,tend,that,thesi,they,thi,thing,think,thought,trundle,vandalism,view,way,what,which,wit",,they,"He would think judges should retain the power to overrule past judicial decisions , if <we> were especially ill-advised , even when they were clear enough to provide crisp guidance to litigants . ",0
Mental_property,,"abuse,act,action,advice,affectation,alternative,analysi,anger,approach,attitude,beg,behavior,behaviour,bit,book,budget,caress,chatter,clown,command,comment,competition,conceit,contribution,criticism,cross-kick,curiosity,decision,despotism,direction,drive,earnestnes,essay,event,experiment,game,good,grin,guess,guidance,habit,haste,i,idea,inquiry,instinct,intervention,investment,it,jealousy,journey,letter,manner,manoeuvre,mantra,material,merriment,mistake,mockery,moderation,money,move,nationalism,nonsense,nothe,notion,one,outburst,panic,pass,performance,phraseology,point,policy,ponytail,prejudice,procedure,propaganda,provision,purchase,question,quibble,radicalism,rappism,reaction,reckon,rejoinder,remark,resentment,response,ride,sarin,scheme,script,search,selection,smile,somethe,speculation,statement,step,strategy,submission,suggestion,surprise,suspiciou,tactic,tend,that,thesi,they,thi,thing,think,thought,trundle,vandalism,view,way,what,which,wit",,they,"He would think judges should retain the power to overrule past judicial decisions , if <any> were especially ill-advised , even when they were clear enough to provide crisp guidance to litigants . ",0
Willingness,A Cognizer would engage in an Activity if asked or otherwise prompted to do so.,"bourdieu,cranston,elizabeth,god,government,he,i,it,lea,libya,lipchitz,people,republican,rocastle,she,they,we,which,whitehall,who,you",Cognizer: The Cognizer is the individual that is willing to engage in the Activity.,Bourdieu,In much of his treatment of Kabylia <he> is loath to speak of symbolic capital at all .,1
Willingness,,"bourdieu,cranston,elizabeth,god,government,he,i,it,lea,libya,lipchitz,people,republican,rocastle,she,they,we,which,whitehall,who,you",,Bourdieu,In much of his treatment of Kabylia <Miller> is loath to speak of symbolic capital at all .,0
Willingness,,"bourdieu,cranston,elizabeth,god,government,he,i,it,lea,libya,lipchitz,people,republican,rocastle,she,they,we,which,whitehall,who,you",,Bourdieu,In much of his treatment of Kabylia <Smith> is loath to speak of symbolic capital at all .,0
Willingness,,"bourdieu,cranston,elizabeth,god,government,he,i,it,lea,libya,lipchitz,people,republican,rocastle,she,they,we,which,whitehall,who,you",,Bourdieu,In much of his treatment of Kabylia <I> is loath to speak of symbolic capital at all .,1
Willingness,,"bourdieu,cranston,elizabeth,god,government,he,i,it,lea,libya,lipchitz,people,republican,rocastle,she,they,we,which,whitehall,who,you",,Bourdieu,In much of his treatment of Kabylia <Moore> is loath to speak of symbolic capital at all .,0
