frameName	frame_description	gold_terms	original term	sentence	match gold	does not fit context	fit context NOT frame	fit context AND frame
Body_parts		ankle,antenna,antler,anus,appendage,arm,back,beak,beard,belly,bill,body,breast,brow,buttocks,cheek,chest,chin,claw,crown,ear,earlobe,elbow,eye,eyelid,face,fang,feeler,fin,finger,fingernail,fingertip,flesh,flipper,fluke,foot,forearm,forefinger,forefoot,forehead,foreleg,forelimb,forepaw,groin,hair,hand,head,heel,hindleg,hindlimb,hindquarters,hoof,horn,incisor,jaw,knee,leg,limb,lip,lung,mane,maw,member,midriff,mouth,mustache,muzzle,nape,navel,neck,nose,nostril,paw,pelt,pupil,rump,shoulder,skin,snout,sole,tail,talon,temple,tentacle,thigh,thorax,throat,thumb,toe,toenail,tongue,tooth,trunk,whisker,wing	limbs	His thin companion folded his <bodies> like an insect as he sat down .	1	1		
Body_parts		ankle,antenna,antler,anus,appendage,arm,back,beak,beard,belly,bill,body,breast,brow,buttocks,cheek,chest,chin,claw,crown,ear,earlobe,elbow,eye,eyelid,face,fang,feeler,fin,finger,fingernail,fingertip,flesh,flipper,fluke,foot,forearm,forefinger,forefoot,forehead,foreleg,forelimb,forepaw,groin,hair,hand,head,heel,hindleg,hindlimb,hindquarters,hoof,horn,incisor,jaw,knee,leg,limb,lip,lung,mane,maw,member,midriff,mouth,mustache,muzzle,nape,navel,neck,nose,nostril,paw,pelt,pupil,rump,shoulder,skin,snout,sole,tail,talon,temple,tentacle,thigh,thorax,throat,thumb,toe,toenail,tongue,tooth,trunk,whisker,wing	limbs	His thin companion folded his <wings> like an insect as he sat down .	1	1		
Body_parts		ankle,antenna,antler,anus,appendage,arm,back,beak,beard,belly,bill,body,breast,brow,buttocks,cheek,chest,chin,claw,crown,ear,earlobe,elbow,eye,eyelid,face,fang,feeler,fin,finger,fingernail,fingertip,flesh,flipper,fluke,foot,forearm,forefinger,forefoot,forehead,foreleg,forelimb,forepaw,groin,hair,hand,head,heel,hindleg,hindlimb,hindquarters,hoof,horn,incisor,jaw,knee,leg,limb,lip,lung,mane,maw,member,midriff,mouth,mustache,muzzle,nape,navel,neck,nose,nostril,paw,pelt,pupil,rump,shoulder,skin,snout,sole,tail,talon,temple,tentacle,thigh,thorax,throat,thumb,toe,toenail,tongue,tooth,trunk,whisker,wing	limbs	His thin companion folded his <feet> like an insect as he sat down .	0	1		
Body_parts		ankle,antenna,antler,anus,appendage,arm,back,beak,beard,belly,bill,body,breast,brow,buttocks,cheek,chest,chin,claw,crown,ear,earlobe,elbow,eye,eyelid,face,fang,feeler,fin,finger,fingernail,fingertip,flesh,flipper,fluke,foot,forearm,forefinger,forefoot,forehead,foreleg,forelimb,forepaw,groin,hair,hand,head,heel,hindleg,hindlimb,hindquarters,hoof,horn,incisor,jaw,knee,leg,limb,lip,lung,mane,maw,member,midriff,mouth,mustache,muzzle,nape,navel,neck,nose,nostril,paw,pelt,pupil,rump,shoulder,skin,snout,sole,tail,talon,temple,tentacle,thigh,thorax,throat,thumb,toe,toenail,tongue,tooth,trunk,whisker,wing	limbs	His thin companion folded his <fingers> like an insect as he sat down .	1	1		
Body_parts		ankle,antenna,antler,anus,appendage,arm,back,beak,beard,belly,bill,body,breast,brow,buttocks,cheek,chest,chin,claw,crown,ear,earlobe,elbow,eye,eyelid,face,fang,feeler,fin,finger,fingernail,fingertip,flesh,flipper,fluke,foot,forearm,forefinger,forefoot,forehead,foreleg,forelimb,forepaw,groin,hair,hand,head,heel,hindleg,hindlimb,hindquarters,hoof,horn,incisor,jaw,knee,leg,limb,lip,lung,mane,maw,member,midriff,mouth,mustache,muzzle,nape,navel,neck,nose,nostril,paw,pelt,pupil,rump,shoulder,skin,snout,sole,tail,talon,temple,tentacle,thigh,thorax,throat,thumb,toe,toenail,tongue,tooth,trunk,whisker,wing	limbs	His thin companion folded his <muscles> like an insect as he sat down .	0	1		
Body_parts		ankle,antenna,antler,anus,appendage,arm,back,beak,beard,belly,bill,body,breast,brow,buttocks,cheek,chest,chin,claw,crown,ear,earlobe,elbow,eye,eyelid,face,fang,feeler,fin,finger,fingernail,fingertip,flesh,flipper,fluke,foot,forearm,forefinger,forefoot,forehead,foreleg,forelimb,forepaw,groin,hair,hand,head,heel,hindleg,hindlimb,hindquarters,hoof,horn,incisor,jaw,knee,leg,limb,lip,lung,mane,maw,member,midriff,mouth,mustache,muzzle,nape,navel,neck,nose,nostril,paw,pelt,pupil,rump,shoulder,skin,snout,sole,tail,talon,temple,tentacle,thigh,thorax,throat,thumb,toe,toenail,tongue,tooth,trunk,whisker,wing	limbs	His thin companion folded his <shoulders> like an insect as he sat down .	1	1		
Body_parts		ankle,antenna,antler,anus,appendage,arm,back,beak,beard,belly,bill,body,breast,brow,buttocks,cheek,chest,chin,claw,crown,ear,earlobe,elbow,eye,eyelid,face,fang,feeler,fin,finger,fingernail,fingertip,flesh,flipper,fluke,foot,forearm,forefinger,forefoot,forehead,foreleg,forelimb,forepaw,groin,hair,hand,head,heel,hindleg,hindlimb,hindquarters,hoof,horn,incisor,jaw,knee,leg,limb,lip,lung,mane,maw,member,midriff,mouth,mustache,muzzle,nape,navel,neck,nose,nostril,paw,pelt,pupil,rump,shoulder,skin,snout,sole,tail,talon,temple,tentacle,thigh,thorax,throat,thumb,toe,toenail,tongue,tooth,trunk,whisker,wing	limbs	His thin companion folded his <thighs> like an insect as he sat down .	1	1		
Natural_features	The Locale is a geographical location as defined by shape.  This frame includes natural geographic features, including land/ice forms and bodies of water.	archipelago,atoll,bar,bay,bayou,beach,beck,berg,brook,burn,butte,canyon,cascade,cataract,cave,cavern,cay,channel,cirque,cliff,clough,continent,coombe,cordillera,corrie,cove,crag,crater,creek,crevasse,dale,declivity,defile,dell,depression,dingle,dune,eyot,falls,fell,fjord,floe,gap,glacier,glen,graben,gulch,gulf,gully,guyot,headland,height,hill,hillock,hollow,hummock,iceberg,inlet,island,isle,islet,isthmus,key,knoll,lagoon,lake,land,loch,massif,mesa,moraine,mount,mountain,ocean,outcrop,pass,peak,peninsula,plateau,pond,pool,range,rapids,ravine,reef,ridge,rill,river,sandbank,sandbar,sandspit,sea,seamount,shelf,shoal,skerry,slough,sound,spring,strait,strand,stream,tarn,tor,vale,valley,volcano,wash,water,waterfall,watershed	burn	The women of the other crofts were already at the <fire> , filling their pails at the freezing cold stream . 	0	1		
Natural_features		archipelago,atoll,bar,bay,bayou,beach,beck,berg,brook,burn,butte,canyon,cascade,cataract,cave,cavern,cay,channel,cirque,cliff,clough,continent,coombe,cordillera,corrie,cove,crag,crater,creek,crevasse,dale,declivity,defile,dell,depression,dingle,dune,eyot,falls,fell,fjord,floe,gap,glacier,glen,graben,gulch,gulf,gully,guyot,headland,height,hill,hillock,hollow,hummock,iceberg,inlet,island,isle,islet,isthmus,key,knoll,lagoon,lake,land,loch,massif,mesa,moraine,mount,mountain,ocean,outcrop,pass,peak,peninsula,plateau,pond,pool,range,rapids,ravine,reef,ridge,rill,river,sandbank,sandbar,sandspit,sea,seamount,shelf,shoal,skerry,slough,sound,spring,strait,strand,stream,tarn,tor,vale,valley,volcano,wash,water,waterfall,watershed	burn	The women of the other crofts were already at the <stream> , filling their pails at the freezing cold stream . 	1			3
Natural_features		archipelago,atoll,bar,bay,bayou,beach,beck,berg,brook,burn,butte,canyon,cascade,cataract,cave,cavern,cay,channel,cirque,cliff,clough,continent,coombe,cordillera,corrie,cove,crag,crater,creek,crevasse,dale,declivity,defile,dell,depression,dingle,dune,eyot,falls,fell,fjord,floe,gap,glacier,glen,graben,gulch,gulf,gully,guyot,headland,height,hill,hillock,hollow,hummock,iceberg,inlet,island,isle,islet,isthmus,key,knoll,lagoon,lake,land,loch,massif,mesa,moraine,mount,mountain,ocean,outcrop,pass,peak,peninsula,plateau,pond,pool,range,rapids,ravine,reef,ridge,rill,river,sandbank,sandbar,sandspit,sea,seamount,shelf,shoal,skerry,slough,sound,spring,strait,strand,stream,tarn,tor,vale,valley,volcano,wash,water,waterfall,watershed	burn	The women of the other crofts were already at the <blaze> , filling their pails at the freezing cold stream . 	0	1		
Natural_features		archipelago,atoll,bar,bay,bayou,beach,beck,berg,brook,burn,butte,canyon,cascade,cataract,cave,cavern,cay,channel,cirque,cliff,clough,continent,coombe,cordillera,corrie,cove,crag,crater,creek,crevasse,dale,declivity,defile,dell,depression,dingle,dune,eyot,falls,fell,fjord,floe,gap,glacier,glen,graben,gulch,gulf,gully,guyot,headland,height,hill,hillock,hollow,hummock,iceberg,inlet,island,isle,islet,isthmus,key,knoll,lagoon,lake,land,loch,massif,mesa,moraine,mount,mountain,ocean,outcrop,pass,peak,peninsula,plateau,pond,pool,range,rapids,ravine,reef,ridge,rill,river,sandbank,sandbar,sandspit,sea,seamount,shelf,shoal,skerry,slough,sound,spring,strait,strand,stream,tarn,tor,vale,valley,volcano,wash,water,waterfall,watershed	burn	The women of the other crofts were already at the <boil> , filling their pails at the freezing cold stream . 	0	1		
Natural_features		archipelago,atoll,bar,bay,bayou,beach,beck,berg,brook,burn,butte,canyon,cascade,cataract,cave,cavern,cay,channel,cirque,cliff,clough,continent,coombe,cordillera,corrie,cove,crag,crater,creek,crevasse,dale,declivity,defile,dell,depression,dingle,dune,eyot,falls,fell,fjord,floe,gap,glacier,glen,graben,gulch,gulf,gully,guyot,headland,height,hill,hillock,hollow,hummock,iceberg,inlet,island,isle,islet,isthmus,key,knoll,lagoon,lake,land,loch,massif,mesa,moraine,mount,mountain,ocean,outcrop,pass,peak,peninsula,plateau,pond,pool,range,rapids,ravine,reef,ridge,rill,river,sandbank,sandbar,sandspit,sea,seamount,shelf,shoal,skerry,slough,sound,spring,strait,strand,stream,tarn,tor,vale,valley,volcano,wash,water,waterfall,watershed	burn	The women of the other crofts were already at the <flame> , filling their pails at the freezing cold stream . 	0	1		
Natural_features		archipelago,atoll,bar,bay,bayou,beach,beck,berg,brook,burn,butte,canyon,cascade,cataract,cave,cavern,cay,channel,cirque,cliff,clough,continent,coombe,cordillera,corrie,cove,crag,crater,creek,crevasse,dale,declivity,defile,dell,depression,dingle,dune,eyot,falls,fell,fjord,floe,gap,glacier,glen,graben,gulch,gulf,gully,guyot,headland,height,hill,hillock,hollow,hummock,iceberg,inlet,island,isle,islet,isthmus,key,knoll,lagoon,lake,land,loch,massif,mesa,moraine,mount,mountain,ocean,outcrop,pass,peak,peninsula,plateau,pond,pool,range,rapids,ravine,reef,ridge,rill,river,sandbank,sandbar,sandspit,sea,seamount,shelf,shoal,skerry,slough,sound,spring,strait,strand,stream,tarn,tor,vale,valley,volcano,wash,water,waterfall,watershed	burn	The women of the other crofts were already at the <torch> , filling their pails at the freezing cold stream . 	0	1		
Natural_features		archipelago,atoll,bar,bay,bayou,beach,beck,berg,brook,burn,butte,canyon,cascade,cataract,cave,cavern,cay,channel,cirque,cliff,clough,continent,coombe,cordillera,corrie,cove,crag,crater,creek,crevasse,dale,declivity,defile,dell,depression,dingle,dune,eyot,falls,fell,fjord,floe,gap,glacier,glen,graben,gulch,gulf,gully,guyot,headland,height,hill,hillock,hollow,hummock,iceberg,inlet,island,isle,islet,isthmus,key,knoll,lagoon,lake,land,loch,massif,mesa,moraine,mount,mountain,ocean,outcrop,pass,peak,peninsula,plateau,pond,pool,range,rapids,ravine,reef,ridge,rill,river,sandbank,sandbar,sandspit,sea,seamount,shelf,shoal,skerry,slough,sound,spring,strait,strand,stream,tarn,tor,vale,valley,volcano,wash,water,waterfall,watershed	burn	The women of the other crofts were already at the <edge> , filling their pails at the freezing cold stream . 	0		2	
Natural_features		archipelago,atoll,bar,bay,bayou,beach,beck,berg,brook,burn,butte,canyon,cascade,cataract,cave,cavern,cay,channel,cirque,cliff,clough,continent,coombe,cordillera,corrie,cove,crag,crater,creek,crevasse,dale,declivity,defile,dell,depression,dingle,dune,eyot,falls,fell,fjord,floe,gap,glacier,glen,graben,gulch,gulf,gully,guyot,headland,height,hill,hillock,hollow,hummock,iceberg,inlet,island,isle,islet,isthmus,key,knoll,lagoon,lake,land,loch,massif,mesa,moraine,mount,mountain,ocean,outcrop,pass,peak,peninsula,plateau,pond,pool,range,rapids,ravine,reef,ridge,rill,river,sandbank,sandbar,sandspit,sea,seamount,shelf,shoal,skerry,slough,sound,spring,strait,strand,stream,tarn,tor,vale,valley,volcano,wash,water,waterfall,watershed	burn	The women of the other crofts were already at the <drain> , filling their pails at the freezing cold stream . 	0	1		
Natural_features		archipelago,atoll,bar,bay,bayou,beach,beck,berg,brook,burn,butte,canyon,cascade,cataract,cave,cavern,cay,channel,cirque,cliff,clough,continent,coombe,cordillera,corrie,cove,crag,crater,creek,crevasse,dale,declivity,defile,dell,depression,dingle,dune,eyot,falls,fell,fjord,floe,gap,glacier,glen,graben,gulch,gulf,gully,guyot,headland,height,hill,hillock,hollow,hummock,iceberg,inlet,island,isle,islet,isthmus,key,knoll,lagoon,lake,land,loch,massif,mesa,moraine,mount,mountain,ocean,outcrop,pass,peak,peninsula,plateau,pond,pool,range,rapids,ravine,reef,ridge,rill,river,sandbank,sandbar,sandspit,sea,seamount,shelf,shoal,skerry,slough,sound,spring,strait,strand,stream,tarn,tor,vale,valley,volcano,wash,water,waterfall,watershed	burn	The women of the other crofts were already at the <stove> , filling their pails at the freezing cold stream . 	0	1		
Natural_features		archipelago,atoll,bar,bay,bayou,beach,beck,berg,brook,burn,butte,canyon,cascade,cataract,cave,cavern,cay,channel,cirque,cliff,clough,continent,coombe,cordillera,corrie,cove,crag,crater,creek,crevasse,dale,declivity,defile,dell,depression,dingle,dune,eyot,falls,fell,fjord,floe,gap,glacier,glen,graben,gulch,gulf,gully,guyot,headland,height,hill,hillock,hollow,hummock,iceberg,inlet,island,isle,islet,isthmus,key,knoll,lagoon,lake,land,loch,massif,mesa,moraine,mount,mountain,ocean,outcrop,pass,peak,peninsula,plateau,pond,pool,range,rapids,ravine,reef,ridge,rill,river,sandbank,sandbar,sandspit,sea,seamount,shelf,shoal,skerry,slough,sound,spring,strait,strand,stream,tarn,tor,vale,valley,volcano,wash,water,waterfall,watershed	burn	The women of the other crofts were already at the <water> , filling their pails at the freezing cold stream . 	1	1		
Education_teaching	This frame contains words referring to teaching and the participants in teaching.  A Student comes to learn either about a Subject; a Skill; a Precept; or a Fact as a result of instruction by a Teacher.Some of the nouns (schoolmaster, -mistress) in this frame refer to administrative positions and do not take relevant frame elements; these will be moved.  	education,graduate,instruction,lecturer,professor,protege,pupil,schoolmaster,schoolmistress,schoolteacher,student,teacher,training,tutee,tutor	lecturers	Apart from that , one of your law <professors> may be able to help . 	1			3
Education_teaching		education,graduate,instruction,lecturer,professor,protege,pupil,schoolmaster,schoolmistress,schoolteacher,student,teacher,training,tutee,tutor	lecturers	Apart from that , one of your law <teachers> may be able to help . 	1			3
Education_teaching		education,graduate,instruction,lecturer,professor,protege,pupil,schoolmaster,schoolmistress,schoolteacher,student,teacher,training,tutee,tutor	lecturers	Apart from that , one of your law <students> may be able to help . 	1			3
Education_teaching		education,graduate,instruction,lecturer,professor,protege,pupil,schoolmaster,schoolmistress,schoolteacher,student,teacher,training,tutee,tutor	lecturers	Apart from that , one of your law <tutors> may be able to help . 	1			3
Education_teaching		education,graduate,instruction,lecturer,professor,protege,pupil,schoolmaster,schoolmistress,schoolteacher,student,teacher,training,tutee,tutor	lecturers	Apart from that , one of your law <faculties> may be able to help . 	0			3
Education_teaching		education,graduate,instruction,lecturer,professor,protege,pupil,schoolmaster,schoolmistress,schoolteacher,student,teacher,training,tutee,tutor	lecturers	Apart from that , one of your law <instructors> may be able to help . 	0			3
Education_teaching		education,graduate,instruction,lecturer,professor,protege,pupil,schoolmaster,schoolmistress,schoolteacher,student,teacher,training,tutee,tutor	lecturers	Apart from that , one of your law <advisors> may be able to help . 	0			3
Education_teaching		education,graduate,instruction,lecturer,professor,protege,pupil,schoolmaster,schoolmistress,schoolteacher,student,teacher,training,tutee,tutor	lecturers	Apart from that , one of your law <schools> may be able to help . 	0		2	
Education_teaching		education,graduate,instruction,lecturer,professor,protege,pupil,schoolmaster,schoolmistress,schoolteacher,student,teacher,training,tutee,tutor	lecturers	Apart from that , one of your law <lectures> may be able to help . 	0			3
Education_teaching		education,graduate,instruction,lecturer,professor,protege,pupil,schoolmaster,schoolmistress,schoolteacher,student,teacher,training,tutee,tutor	lecturers	Apart from that , one of your law <colleagues> may be able to help . 	0		2	
Scrutiny	This frame concerns a Cognizer (a person or other intelligent being) paying close attention to something, the Ground, in order to discover and note its salient characteristics.  The Cognizer may be interested in a particular characteristic or entity, the Phenomenon, that belongs to the Ground or is contained in the Ground (or to ensure that such a property of entity is not present). Some words in this frame allow alternate expressions of the Groundand the Phenomenon:	analysis,analyst,examination,inspector,investigation,monitoring,once-over,perusal,reconnaissance,scrutiny,search,study,surveillance,survey,surveyor,sweep	survey	In comparison , a <poll> of 1,200 white pensioners living in Melton Mowbray found only 2 per cent did not have a state pension . 	0		2	
Scrutiny		analysis,analyst,examination,inspector,investigation,monitoring,once-over,perusal,reconnaissance,scrutiny,search,study,surveillance,survey,surveyor,sweep	survey	In comparison , a <study> of 1,200 white pensioners living in Melton Mowbray found only 2 per cent did not have a state pension . 	1			3
Scrutiny		analysis,analyst,examination,inspector,investigation,monitoring,once-over,perusal,reconnaissance,scrutiny,search,study,surveillance,survey,surveyor,sweep	survey	In comparison , a <censu> of 1,200 white pensioners living in Melton Mowbray found only 2 per cent did not have a state pension . 	0	1		
Scrutiny		analysis,analyst,examination,inspector,investigation,monitoring,once-over,perusal,reconnaissance,scrutiny,search,study,surveillance,survey,surveyor,sweep	survey	In comparison , a <questionnaire> of 1,200 white pensioners living in Melton Mowbray found only 2 per cent did not have a state pension . 	0	1		
Scrutiny		analysis,analyst,examination,inspector,investigation,monitoring,once-over,perusal,reconnaissance,scrutiny,search,study,surveillance,survey,surveyor,sweep	survey	In comparison , a <review> of 1,200 white pensioners living in Melton Mowbray found only 2 per cent did not have a state pension . 	0		2	
Scrutiny		analysis,analyst,examination,inspector,investigation,monitoring,once-over,perusal,reconnaissance,scrutiny,search,study,surveillance,survey,surveyor,sweep	survey	In comparison , a <research> of 1,200 white pensioners living in Melton Mowbray found only 2 per cent did not have a state pension . 	0	1		
Scrutiny		analysis,analyst,examination,inspector,investigation,monitoring,once-over,perusal,reconnaissance,scrutiny,search,study,surveillance,survey,surveyor,sweep	survey	In comparison , a <sample> of 1,200 white pensioners living in Melton Mowbray found only 2 per cent did not have a state pension . 	0		2	
Scrutiny		analysis,analyst,examination,inspector,investigation,monitoring,once-over,perusal,reconnaissance,scrutiny,search,study,surveillance,survey,surveyor,sweep	survey	In comparison , a <report> of 1,200 white pensioners living in Melton Mowbray found only 2 per cent did not have a state pension . 	0		2	
Scrutiny		analysis,analyst,examination,inspector,investigation,monitoring,once-over,perusal,reconnaissance,scrutiny,search,study,surveillance,survey,surveyor,sweep	survey	In comparison , a <test> of 1,200 white pensioners living in Melton Mowbray found only 2 per cent did not have a state pension . 	0	1		
Scrutiny		analysis,analyst,examination,inspector,investigation,monitoring,once-over,perusal,reconnaissance,scrutiny,search,study,surveillance,survey,surveyor,sweep	survey	In comparison , a <search> of 1,200 white pensioners living in Melton Mowbray found only 2 per cent did not have a state pension . 	1	1		
Containers	This frame covers entities which are prototypically conceived of and created to fulfill the function of containing--i.e. Containers  that contain objects or substances, the Contents.  This can be expressed as a complement , and includes potential or intended contents.   A Container may also have an Owner, a current Relative_location, Material from which it is constructed, a method of Construction, and a Type.  Note the connection between words in this frame and those in the Filling, Emptying, and Fullness frames.	amphora,ampule,ashtray,backpack,bag,barrel,basin,basket,beaker,bin,bottle,bowl,box,briefcase,bucket,can,canister,canteen,capsule,carafe,carryall,cart,carton,cartridge,case,cask,casket,casserole,cauldron,censer,chalice,chest,coffer,coffin,container,cooler,crate,creamer,crock,crucible,cruet,cup,cuspidor,cylinder,decanter,dish,dispenser,drawer,drum,empty,envelope,etui,flagon,flask,folder,glass,goblet,grail,hamper,handbag,haversack,hopper,jar,jeroboam,jigger,jug,keg,knapsack,ladle,locker,magnum,mailer,mug,overnighter,pack,pail,pannier,pipette,planter,pot,pouch,purse,ramekin,reservoir,reticule,rucksack,sack,safe,salver,samovar,sarcophagus,satchel,snifter,spittoon,spoon,stein,suitcase,tank,teaspoon,thermos,tin,tub,tumbler,tun,tureen,urn,valise,vase,vat,vial,vivarium,wallet	bag	He zipped up his tool <box> and hobbled away before Endill had the chance to reply .	1			3
Containers		amphora,ampule,ashtray,backpack,bag,barrel,basin,basket,beaker,bin,bottle,bowl,box,briefcase,bucket,can,canister,canteen,capsule,carafe,carryall,cart,carton,cartridge,case,cask,casket,casserole,cauldron,censer,chalice,chest,coffer,coffin,container,cooler,crate,creamer,crock,crucible,cruet,cup,cuspidor,cylinder,decanter,dish,dispenser,drawer,drum,empty,envelope,etui,flagon,flask,folder,glass,goblet,grail,hamper,handbag,haversack,hopper,jar,jeroboam,jigger,jug,keg,knapsack,ladle,locker,magnum,mailer,mug,overnighter,pack,pail,pannier,pipette,planter,pot,pouch,purse,ramekin,reservoir,reticule,rucksack,sack,safe,salver,samovar,sarcophagus,satchel,snifter,spittoon,spoon,stein,suitcase,tank,teaspoon,thermos,tin,tub,tumbler,tun,tureen,urn,valise,vase,vat,vial,vivarium,wallet	bag	He zipped up his tool <sack> and hobbled away before Endill had the chance to reply .	1			3
Containers		amphora,ampule,ashtray,backpack,bag,barrel,basin,basket,beaker,bin,bottle,bowl,box,briefcase,bucket,can,canister,canteen,capsule,carafe,carryall,cart,carton,cartridge,case,cask,casket,casserole,cauldron,censer,chalice,chest,coffer,coffin,container,cooler,crate,creamer,crock,crucible,cruet,cup,cuspidor,cylinder,decanter,dish,dispenser,drawer,drum,empty,envelope,etui,flagon,flask,folder,glass,goblet,grail,hamper,handbag,haversack,hopper,jar,jeroboam,jigger,jug,keg,knapsack,ladle,locker,magnum,mailer,mug,overnighter,pack,pail,pannier,pipette,planter,pot,pouch,purse,ramekin,reservoir,reticule,rucksack,sack,safe,salver,samovar,sarcophagus,satchel,snifter,spittoon,spoon,stein,suitcase,tank,teaspoon,thermos,tin,tub,tumbler,tun,tureen,urn,valise,vase,vat,vial,vivarium,wallet	bag	He zipped up his tool <kit> and hobbled away before Endill had the chance to reply .	0		2	
Containers		amphora,ampule,ashtray,backpack,bag,barrel,basin,basket,beaker,bin,bottle,bowl,box,briefcase,bucket,can,canister,canteen,capsule,carafe,carryall,cart,carton,cartridge,case,cask,casket,casserole,cauldron,censer,chalice,chest,coffer,coffin,container,cooler,crate,creamer,crock,crucible,cruet,cup,cuspidor,cylinder,decanter,dish,dispenser,drawer,drum,empty,envelope,etui,flagon,flask,folder,glass,goblet,grail,hamper,handbag,haversack,hopper,jar,jeroboam,jigger,jug,keg,knapsack,ladle,locker,magnum,mailer,mug,overnighter,pack,pail,pannier,pipette,planter,pot,pouch,purse,ramekin,reservoir,reticule,rucksack,sack,safe,salver,samovar,sarcophagus,satchel,snifter,spittoon,spoon,stein,suitcase,tank,teaspoon,thermos,tin,tub,tumbler,tun,tureen,urn,valise,vase,vat,vial,vivarium,wallet	bag	He zipped up his tool <backpack> and hobbled away before Endill had the chance to reply .	1			3
Containers		amphora,ampule,ashtray,backpack,bag,barrel,basin,basket,beaker,bin,bottle,bowl,box,briefcase,bucket,can,canister,canteen,capsule,carafe,carryall,cart,carton,cartridge,case,cask,casket,casserole,cauldron,censer,chalice,chest,coffer,coffin,container,cooler,crate,creamer,crock,crucible,cruet,cup,cuspidor,cylinder,decanter,dish,dispenser,drawer,drum,empty,envelope,etui,flagon,flask,folder,glass,goblet,grail,hamper,handbag,haversack,hopper,jar,jeroboam,jigger,jug,keg,knapsack,ladle,locker,magnum,mailer,mug,overnighter,pack,pail,pannier,pipette,planter,pot,pouch,purse,ramekin,reservoir,reticule,rucksack,sack,safe,salver,samovar,sarcophagus,satchel,snifter,spittoon,spoon,stein,suitcase,tank,teaspoon,thermos,tin,tub,tumbler,tun,tureen,urn,valise,vase,vat,vial,vivarium,wallet	bag	He zipped up his tool <pouch> and hobbled away before Endill had the chance to reply .	1			3
