frameName	frame_description	gold_terms	original term	sentence	match gold	does not fit context	fit context NOT frame	fit context AND frame
Placing		archive,arrange,bag,bestow,billet,bin,bottle,box,brush,cage,cram,crate,dab,daub,deposit,drape,drizzle,dust,embed,emplace,enclose,file,gag,garage,hang,heap,immerse,implant,inject,insert,jam,lay,lean,load,lodge,pack,package,park,perch,pile,place,plant,plunge,pocket,position,pot,put,rest,rub,set,sheathe,shelve,shoulder,shower,sit,situate,smear,stable,stand,stash,stick,stow,stuff,tuck,warehouse,wrap	draped	Schools and most offices closed ; taxis flew black flags ; shops <waved> black banners from their windows ; convoys of lorries clogged roads towards the Chinese border .	0	1		
Placing		archive,arrange,bag,bestow,billet,bin,bottle,box,brush,cage,cram,crate,dab,daub,deposit,drape,drizzle,dust,embed,emplace,enclose,file,gag,garage,hang,heap,immerse,implant,inject,insert,jam,lay,lean,load,lodge,pack,package,park,perch,pile,place,plant,plunge,pocket,position,pot,put,rest,rub,set,sheathe,shelve,shoulder,shower,sit,situate,smear,stable,stand,stash,stick,stow,stuff,tuck,warehouse,wrap	draped	Schools and most offices closed ; taxis flew black flags ; shops <erected> black banners from their windows ; convoys of lorries clogged roads towards the Chinese border .	0	1		
Placing		archive,arrange,bag,bestow,billet,bin,bottle,box,brush,cage,cram,crate,dab,daub,deposit,drape,drizzle,dust,embed,emplace,enclose,file,gag,garage,hang,heap,immerse,implant,inject,insert,jam,lay,lean,load,lodge,pack,package,park,perch,pile,place,plant,plunge,pocket,position,pot,put,rest,rub,set,sheathe,shelve,shoulder,shower,sit,situate,smear,stable,stand,stash,stick,stow,stuff,tuck,warehouse,wrap	draped	Schools and most offices closed ; taxis flew black flags ; shops <decorated> black banners from their windows ; convoys of lorries clogged roads towards the Chinese border .	0		2	
Placing		archive,arrange,bag,bestow,billet,bin,bottle,box,brush,cage,cram,crate,dab,daub,deposit,drape,drizzle,dust,embed,emplace,enclose,file,gag,garage,hang,heap,immerse,implant,inject,insert,jam,lay,lean,load,lodge,pack,package,park,perch,pile,place,plant,plunge,pocket,position,pot,put,rest,rub,set,sheathe,shelve,shoulder,shower,sit,situate,smear,stable,stand,stash,stick,stow,stuff,tuck,warehouse,wrap	draped	Schools and most offices closed ; taxis flew black flags ; shops <embroidered> black banners from their windows ; convoys of lorries clogged roads towards the Chinese border .	0	1		
Perception_active	This frame contains perception words whose perceivers intentionally direct their attention to some entity or phenomenon in order to have a perceptual experience.  For this reason we call the perceiver role in this frame Perceiver_agentive.	admire,attend,eavesdrop,eye,feel,gape,gawk,gaze,glance,goggle,listen,look,observe,palpate,peek,peep,peer,savour,smell,sniff,spy,squint,stare,taste,view,watch	watching	The companies are <observing> carefully lest other lobbyists try to slip the tougher provisions back in .	1			3
Perception_active		admire,attend,eavesdrop,eye,feel,gape,gawk,gaze,glance,goggle,listen,look,observe,palpate,peek,peep,peer,savour,smell,sniff,spy,squint,stare,taste,view,watch	watching	The companies are <listening> carefully lest other lobbyists try to slip the tougher provisions back in .	1	1		
Perception_active		admire,attend,eavesdrop,eye,feel,gape,gawk,gaze,glance,goggle,listen,look,observe,palpate,peek,peep,peer,savour,smell,sniff,spy,squint,stare,taste,view,watch	watching	The companies are <viewing> carefully lest other lobbyists try to slip the tougher provisions back in .	1			3
Perception_active		admire,attend,eavesdrop,eye,feel,gape,gawk,gaze,glance,goggle,listen,look,observe,palpate,peek,peep,peer,savour,smell,sniff,spy,squint,stare,taste,view,watch	watching	The companies are <monitoring> carefully lest other lobbyists try to slip the tougher provisions back in .	0		2	
Perception_active		admire,attend,eavesdrop,eye,feel,gape,gawk,gaze,glance,goggle,listen,look,observe,palpate,peek,peep,peer,savour,smell,sniff,spy,squint,stare,taste,view,watch	watching	The companies are <waiting> carefully lest other lobbyists try to slip the tougher provisions back in .	0		2	
Perception_active		admire,attend,eavesdrop,eye,feel,gape,gawk,gaze,glance,goggle,listen,look,observe,palpate,peek,peep,peer,savour,smell,sniff,spy,squint,stare,taste,view,watch	watching	The companies are <seeing> carefully lest other lobbyists try to slip the tougher provisions back in .	0			3
Perception_active		admire,attend,eavesdrop,eye,feel,gape,gawk,gaze,glance,goggle,listen,look,observe,palpate,peek,peep,peer,savour,smell,sniff,spy,squint,stare,taste,view,watch	watching	The companies are <reading> carefully lest other lobbyists try to slip the tougher provisions back in .	0	1		
Perception_active		admire,attend,eavesdrop,eye,feel,gape,gawk,gaze,glance,goggle,listen,look,observe,palpate,peek,peep,peer,savour,smell,sniff,spy,squint,stare,taste,view,watch	watching	The companies are <looking> carefully lest other lobbyists try to slip the tougher provisions back in .	1			3
Perception_active		admire,attend,eavesdrop,eye,feel,gape,gawk,gaze,glance,goggle,listen,look,observe,palpate,peek,peep,peer,savour,smell,sniff,spy,squint,stare,taste,view,watch	watching	The companies are <studying> carefully lest other lobbyists try to slip the tougher provisions back in .	0		2	
Perception_active		admire,attend,eavesdrop,eye,feel,gape,gawk,gaze,glance,goggle,listen,look,observe,palpate,peek,peep,peer,savour,smell,sniff,spy,squint,stare,taste,view,watch	watching	The companies are <reviewing> carefully lest other lobbyists try to slip the tougher provisions back in .	0		2	
Conduct	An Agent acts in a certain Manner either generally or under some particular Circumstances. The conduct may also be directed specifically towards an Affected_party.	act,behave,conduct,misbehave	misbehave	Children <suffer> when they are discouraged and believe they can not succeed by useful means .	0		2	
Conduct		act,behave,conduct,misbehave	misbehave	Children <fail> when they are discouraged and believe they can not succeed by useful means .	0		2	
Conduct		act,behave,conduct,misbehave	misbehave	Children <learn> when they are discouraged and believe they can not succeed by useful means .	0	1		
Conduct		act,behave,conduct,misbehave	misbehave	Children <behave> when they are discouraged and believe they can not succeed by useful means .	1			3
Conduct		act,behave,conduct,misbehave	misbehave	Children <succeed> when they are discouraged and believe they can not succeed by useful means .	0	1		
Conduct		act,behave,conduct,misbehave	misbehave	Children <disobey> when they are discouraged and believe they can not succeed by useful means .	0			3
Conduct		act,behave,conduct,misbehave	misbehave	Children <thrive> when they are discouraged and believe they can not succeed by useful means .	0	1		
Conduct		act,behave,conduct,misbehave	misbehave	Children <mistake> when they are discouraged and believe they can not succeed by useful means .	0		2	
Conduct		act,behave,conduct,misbehave	misbehave	Children <blunder> when they are discouraged and believe they can not succeed by useful means .	0		2	
Conduct		act,behave,conduct,misbehave	misbehave	Children <struggle> when they are discouraged and believe they can not succeed by useful means .	0		2	
Filling	These are words relating to filling containers and covering areas with some thing, things or substance, the Theme. The area or container can appear as the direct object with all these verbs, and is designated Goal because it is the goal of motion of the Theme. Corresponding to its nuclear argument status, it is also affected in some crucial way, unlike goals in other frames. 	accessorize,adorn,anoint,asphalt,brush,butter,coat,cover,cram,crowd,dab,daub,douse,drape,dress,drizzle,dust,embellish,fill,flood,gild,glaze,hang,heap,inject,jam,load,pack,paint,panel,pave,pile,plank,plant,plaster,pump,scatter,seed,shower,smear,sow,spatter,splash,splatter,spray,spread,sprinkle,squirt,strew,stuff,suffuse,surface,tile,varnish,wallpaper,wash,wax,wrap,yoke	injected	Some of the males were <inserted> with morphine for a few days and some were given other drugs .	0	1		
Filling		accessorize,adorn,anoint,asphalt,brush,butter,coat,cover,cram,crowd,dab,daub,douse,drape,dress,drizzle,dust,embellish,fill,flood,gild,glaze,hang,heap,inject,jam,load,pack,paint,panel,pave,pile,plank,plant,plaster,pump,scatter,seed,shower,smear,sow,spatter,splash,splatter,spray,spread,sprinkle,squirt,strew,stuff,suffuse,surface,tile,varnish,wallpaper,wash,wax,wrap,yoke	injected	Some of the males were <pumped> with morphine for a few days and some were given other drugs .	1			3
Filling		accessorize,adorn,anoint,asphalt,brush,butter,coat,cover,cram,crowd,dab,daub,douse,drape,dress,drizzle,dust,embellish,fill,flood,gild,glaze,hang,heap,inject,jam,load,pack,paint,panel,pave,pile,plank,plant,plaster,pump,scatter,seed,shower,smear,sow,spatter,splash,splatter,spray,spread,sprinkle,squirt,strew,stuff,suffuse,surface,tile,varnish,wallpaper,wash,wax,wrap,yoke	injected	Some of the males were <treated> with morphine for a few days and some were given other drugs .	0		2	
Filling		accessorize,adorn,anoint,asphalt,brush,butter,coat,cover,cram,crowd,dab,daub,douse,drape,dress,drizzle,dust,embellish,fill,flood,gild,glaze,hang,heap,inject,jam,load,pack,paint,panel,pave,pile,plank,plant,plaster,pump,scatter,seed,shower,smear,sow,spatter,splash,splatter,spray,spread,sprinkle,squirt,strew,stuff,suffuse,surface,tile,varnish,wallpaper,wash,wax,wrap,yoke	injected	Some of the males were <sprayed> with morphine for a few days and some were given other drugs .	1			3
Filling		accessorize,adorn,anoint,asphalt,brush,butter,coat,cover,cram,crowd,dab,daub,douse,drape,dress,drizzle,dust,embellish,fill,flood,gild,glaze,hang,heap,inject,jam,load,pack,paint,panel,pave,pile,plank,plant,plaster,pump,scatter,seed,shower,smear,sow,spatter,splash,splatter,spray,spread,sprinkle,squirt,strew,stuff,suffuse,surface,tile,varnish,wallpaper,wash,wax,wrap,yoke	injected	Some of the males were <administered> with morphine for a few days and some were given other drugs .	0		2	
Filling		accessorize,adorn,anoint,asphalt,brush,butter,coat,cover,cram,crowd,dab,daub,douse,drape,dress,drizzle,dust,embellish,fill,flood,gild,glaze,hang,heap,inject,jam,load,pack,paint,panel,pave,pile,plank,plant,plaster,pump,scatter,seed,shower,smear,sow,spatter,splash,splatter,spray,spread,sprinkle,squirt,strew,stuff,suffuse,surface,tile,varnish,wallpaper,wash,wax,wrap,yoke	injected	Some of the males were <infected> with morphine for a few days and some were given other drugs .	0	1		
Filling		accessorize,adorn,anoint,asphalt,brush,butter,coat,cover,cram,crowd,dab,daub,douse,drape,dress,drizzle,dust,embellish,fill,flood,gild,glaze,hang,heap,inject,jam,load,pack,paint,panel,pave,pile,plank,plant,plaster,pump,scatter,seed,shower,smear,sow,spatter,splash,splatter,spray,spread,sprinkle,squirt,strew,stuff,suffuse,surface,tile,varnish,wallpaper,wash,wax,wrap,yoke	injected	Some of the males were <inhaled> with morphine for a few days and some were given other drugs .	0	1		
Filling		accessorize,adorn,anoint,asphalt,brush,butter,coat,cover,cram,crowd,dab,daub,douse,drape,dress,drizzle,dust,embellish,fill,flood,gild,glaze,hang,heap,inject,jam,load,pack,paint,panel,pave,pile,plank,plant,plaster,pump,scatter,seed,shower,smear,sow,spatter,splash,splatter,spray,spread,sprinkle,squirt,strew,stuff,suffuse,surface,tile,varnish,wallpaper,wash,wax,wrap,yoke	injected	Some of the males were <extracted> with morphine for a few days and some were given other drugs .	0	1		
Filling		accessorize,adorn,anoint,asphalt,brush,butter,coat,cover,cram,crowd,dab,daub,douse,drape,dress,drizzle,dust,embellish,fill,flood,gild,glaze,hang,heap,inject,jam,load,pack,paint,panel,pave,pile,plank,plant,plaster,pump,scatter,seed,shower,smear,sow,spatter,splash,splatter,spray,spread,sprinkle,squirt,strew,stuff,suffuse,surface,tile,varnish,wallpaper,wash,wax,wrap,yoke	injected	Some of the males were <poisoned> with morphine for a few days and some were given other drugs .	0	1		
Filling		accessorize,adorn,anoint,asphalt,brush,butter,coat,cover,cram,crowd,dab,daub,douse,drape,dress,drizzle,dust,embellish,fill,flood,gild,glaze,hang,heap,inject,jam,load,pack,paint,panel,pave,pile,plank,plant,plaster,pump,scatter,seed,shower,smear,sow,spatter,splash,splatter,spray,spread,sprinkle,squirt,strew,stuff,suffuse,surface,tile,varnish,wallpaper,wash,wax,wrap,yoke	injected	Some of the males were <poked> with morphine for a few days and some were given other drugs .	0	1		
Attaching	The Attaching frame covers two situations: a scene inwhich somebody causes one thing to be physically connected tosomething else; or a scene in which somebody causes two things to beconnected to each other.  In the first, the frame includes anAgent who attaches an Item to a Goal bymanipulating a Connector, creating an asymmetric relationshipbetween the Item and the Goal.  In the second, theAgent attaches two Items to each other, where eachserves as a Goal for the other, creating a symmetricrelationship between the two Items. In both cases, the Connector remains to bind the two entities (eitherItem and Goal, or two Items), withoutcreating a new entity.	adhere,affix,agglutinate,anchor,append,attach,bind,bond,bracket,cement,chain,cinch,concatenate,connect,detach,fasten,fetter,fix,fuse,glue,gum,handcuff,hitch,hook,join,lash,link,manacle,moor,mount,nail,paste,pin,plaster,rivet,secure,sew,shackle,solder,staple,stick,strap,tack,tape,tether,tie,truss,untie,weld,wire,yoke	soldered	Where the mains leads are <sold> to the output socket SK1 the solder joints and tags should be covered with plastic sleeving .	0	1		
Attaching		adhere,affix,agglutinate,anchor,append,attach,bind,bond,bracket,cement,chain,cinch,concatenate,connect,detach,fasten,fetter,fix,fuse,glue,gum,handcuff,hitch,hook,join,lash,link,manacle,moor,mount,nail,paste,pin,plaster,rivet,secure,sew,shackle,solder,staple,stick,strap,tack,tape,tether,tie,truss,untie,weld,wire,yoke	soldered	Where the mains leads are <fit> to the output socket SK1 the solder joints and tags should be covered with plastic sleeving .	0		2	
Attaching		adhere,affix,agglutinate,anchor,append,attach,bind,bond,bracket,cement,chain,cinch,concatenate,connect,detach,fasten,fetter,fix,fuse,glue,gum,handcuff,hitch,hook,join,lash,link,manacle,moor,mount,nail,paste,pin,plaster,rivet,secure,sew,shackle,solder,staple,stick,strap,tack,tape,tether,tie,truss,untie,weld,wire,yoke	soldered	Where the mains leads are <routed> to the output socket SK1 the solder joints and tags should be covered with plastic sleeving .	0		2	
Attaching		adhere,affix,agglutinate,anchor,append,attach,bind,bond,bracket,cement,chain,cinch,concatenate,connect,detach,fasten,fetter,fix,fuse,glue,gum,handcuff,hitch,hook,join,lash,link,manacle,moor,mount,nail,paste,pin,plaster,rivet,secure,sew,shackle,solder,staple,stick,strap,tack,tape,tether,tie,truss,untie,weld,wire,yoke	soldered	Where the mains leads are <connected> to the output socket SK1 the solder joints and tags should be covered with plastic sleeving .	1			3
Attaching		adhere,affix,agglutinate,anchor,append,attach,bind,bond,bracket,cement,chain,cinch,concatenate,connect,detach,fasten,fetter,fix,fuse,glue,gum,handcuff,hitch,hook,join,lash,link,manacle,moor,mount,nail,paste,pin,plaster,rivet,secure,sew,shackle,solder,staple,stick,strap,tack,tape,tether,tie,truss,untie,weld,wire,yoke	soldered	Where the mains leads are <wired> to the output socket SK1 the solder joints and tags should be covered with plastic sleeving .	1			3
Attaching		adhere,affix,agglutinate,anchor,append,attach,bind,bond,bracket,cement,chain,cinch,concatenate,connect,detach,fasten,fetter,fix,fuse,glue,gum,handcuff,hitch,hook,join,lash,link,manacle,moor,mount,nail,paste,pin,plaster,rivet,secure,sew,shackle,solder,staple,stick,strap,tack,tape,tether,tie,truss,untie,weld,wire,yoke	soldered	Where the mains leads are <supplied> to the output socket SK1 the solder joints and tags should be covered with plastic sleeving .	0	1		
Attaching		adhere,affix,agglutinate,anchor,append,attach,bind,bond,bracket,cement,chain,cinch,concatenate,connect,detach,fasten,fetter,fix,fuse,glue,gum,handcuff,hitch,hook,join,lash,link,manacle,moor,mount,nail,paste,pin,plaster,rivet,secure,sew,shackle,solder,staple,stick,strap,tack,tape,tether,tie,truss,untie,weld,wire,yoke	soldered	Where the mains leads are <mounted> to the output socket SK1 the solder joints and tags should be covered with plastic sleeving .	1			3
Attaching		adhere,affix,agglutinate,anchor,append,attach,bind,bond,bracket,cement,chain,cinch,concatenate,connect,detach,fasten,fetter,fix,fuse,glue,gum,handcuff,hitch,hook,join,lash,link,manacle,moor,mount,nail,paste,pin,plaster,rivet,secure,sew,shackle,solder,staple,stick,strap,tack,tape,tether,tie,truss,untie,weld,wire,yoke	soldered	Where the mains leads are <attached> to the output socket SK1 the solder joints and tags should be covered with plastic sleeving .	1			3
Attaching		adhere,affix,agglutinate,anchor,append,attach,bind,bond,bracket,cement,chain,cinch,concatenate,connect,detach,fasten,fetter,fix,fuse,glue,gum,handcuff,hitch,hook,join,lash,link,manacle,moor,mount,nail,paste,pin,plaster,rivet,secure,sew,shackle,solder,staple,stick,strap,tack,tape,tether,tie,truss,untie,weld,wire,yoke	soldered	Where the mains leads are <shipped> to the output socket SK1 the solder joints and tags should be covered with plastic sleeving .	0	1		
Attaching		adhere,affix,agglutinate,anchor,append,attach,bind,bond,bracket,cement,chain,cinch,concatenate,connect,detach,fasten,fetter,fix,fuse,glue,gum,handcuff,hitch,hook,join,lash,link,manacle,moor,mount,nail,paste,pin,plaster,rivet,secure,sew,shackle,solder,staple,stick,strap,tack,tape,tether,tie,truss,untie,weld,wire,yoke	soldered	Where the mains leads are <plugged> to the output socket SK1 the solder joints and tags should be covered with plastic sleeving .	0			3
Execute_plan	An Agent acts according to a Plan, carrying it out (or taking steps to carry it out). In some cases, the Agent is a focal participant in the Plan, although a separate Focal_participant may also be mentioned. The Plan may be specified for the Duration for which it is in effect.	implement,institute	implemented	He later produced the Blackburn Report on the reform of Licensing Law in Northern Ireland which the Government <instituted> throughout the 1980s .	1			3
Execute_plan		implement,institute	implemented	He later produced the Blackburn Report on the reform of Licensing Law in Northern Ireland which the Government <enacted> throughout the 1980s .	0			3
Execute_plan		implement,institute	implemented	He later produced the Blackburn Report on the reform of Licensing Law in Northern Ireland which the Government <enforced> throughout the 1980s .	0		2	
Execute_plan		implement,institute	implemented	He later produced the Blackburn Report on the reform of Licensing Law in Northern Ireland which the Government <adopted> throughout the 1980s .	0			3
Execute_plan		implement,institute	implemented	He later produced the Blackburn Report on the reform of Licensing Law in Northern Ireland which the Government <executed> throughout the 1980s .	0			3
Execute_plan		implement,institute	implemented	He later produced the Blackburn Report on the reform of Licensing Law in Northern Ireland which the Government <promulgated> throughout the 1980s .	0			
Execute_plan		implement,institute	implemented	He later produced the Blackburn Report on the reform of Licensing Law in Northern Ireland which the Government <introduced> throughout the 1980s .	0	1		
Execute_plan		implement,institute	implemented	He later produced the Blackburn Report on the reform of Licensing Law in Northern Ireland which the Government <initiated> throughout the 1980s .	0	1		
Execute_plan		implement,institute	implemented	He later produced the Blackburn Report on the reform of Licensing Law in Northern Ireland which the Government <utilized> throughout the 1980s .	0		2	
Execute_plan		implement,institute	implemented	He later produced the Blackburn Report on the reform of Licensing Law in Northern Ireland which the Government <formulated> throughout the 1980s .	0	1		
Coming_to_believe	A person (the Cognizer) comes to believe something (the Content), sometimes after a process of reasoning. This change in belief is usually initiated by a person or piece of Evidence. Occasionally words in this domain are accompanied by phrases expressing Topic, i.e. that which the mental Content is about. 	ascertain,conclude,deduce,determine,find,gather,guess,infer,learn,realize,speculate,strike,surmise	guess	I felt angry and humiliated at the time of the argument but I can <suppose> at how he must have felt .	0			3
Coming_to_believe		ascertain,conclude,deduce,determine,find,gather,guess,infer,learn,realize,speculate,strike,surmise	guess	I felt angry and humiliated at the time of the argument but I can <imagine> at how he must have felt .	0			3
Coming_to_believe		ascertain,conclude,deduce,determine,find,gather,guess,infer,learn,realize,speculate,strike,surmise	guess	I felt angry and humiliated at the time of the argument but I can <think> at how he must have felt .	0			3
Coming_to_believe		ascertain,conclude,deduce,determine,find,gather,guess,infer,learn,realize,speculate,strike,surmise	guess	I felt angry and humiliated at the time of the argument but I can <speculate> at how he must have felt .	1			3
Coming_to_believe		ascertain,conclude,deduce,determine,find,gather,guess,infer,learn,realize,speculate,strike,surmise	guess	I felt angry and humiliated at the time of the argument but I can <assume> at how he must have felt .	0			3
Coming_to_believe		ascertain,conclude,deduce,determine,find,gather,guess,infer,learn,realize,speculate,strike,surmise	guess	I felt angry and humiliated at the time of the argument but I can <conjecture> at how he must have felt .	0			3
Coming_to_believe		ascertain,conclude,deduce,determine,find,gather,guess,infer,learn,realize,speculate,strike,surmise	guess	I felt angry and humiliated at the time of the argument but I can <bet> at how he must have felt .	0		2	
Coming_to_believe		ascertain,conclude,deduce,determine,find,gather,guess,infer,learn,realize,speculate,strike,surmise	guess	I felt angry and humiliated at the time of the argument but I can <understand> at how he must have felt .	0			3
Coming_to_believe		ascertain,conclude,deduce,determine,find,gather,guess,infer,learn,realize,speculate,strike,surmise	guess	I felt angry and humiliated at the time of the argument but I can <presume> at how he must have felt .	0			3
Coming_to_believe		ascertain,conclude,deduce,determine,find,gather,guess,infer,learn,realize,speculate,strike,surmise	guess	I felt angry and humiliated at the time of the argument but I can <wonder> at how he must have felt .	0		2	
Self_motion	The Self_mover, a living being, moves under its own direction along a Path. Alternatively or in addition to Path, an Area, Direction, Source, or Goal for the movement may be mentioned. 	advance,amble,back,barge,bop,bound,burrow,bustle,canter,caper,clamber,climb,clomp,coast,crawl,creep,cruise,dance,dart,dash,drive,edge,file,flit,flounce,fly,frolic,gallivant,gambol,goose-step,hasten,head,hike,hitchhike,hobble,hop,hurry,jog,jump,leap,limp,lope,lumber,lunge,lurch,make,march,meander,mince,mosey,nance,pace,pad,parade,plod,pounce,prance,press,proceed,promenade,prowl,repair,rip,roam,romp,rove,run,rush,sail,sashay,saunter,scamper,scoot,scramble,scurry,scuttle,shoulder,shrink,shuffle,sidle,skim,skip,skulk,slalom,sleepwalk,slink,slip,slither,slog,slop,slosh,slouch,sneak,spring,sprint,stagger,stalk,steal,step,stomp,storm,straggle,stride,stroll,strut,stumble,swagger,swim,swing,tack,taxi,tiptoe,toddle,totter,traipse,tramp,tread,trek,trip,troop,trot,trudge,trundle,vault,venture,waddle,wade,walk,waltz,wander,whisk,wriggle	tiptoeing	I sneaked up the stairs to Flat 3 , <tipping> by the door of No. 2 so as not to disturb Lisabeth and Fenella , the two dragons who inhabited that particular dungeon . 	0	1		
